shannon	shannon.norm	simpson.gini	simpson.inv	simpson.con	renyi.0	renyi.1	renyi.2	renyi.Inf	hill.0	hill.1	hill.2	hill.Inf
4.8008029618374	0.948288956655291	0.987539553967509	80.2539489671932	0.0124604460324911	5.06259503302697	4.8008029618374	4.38519596911337	2.77648736265544	158	121.608024929118	80.2539489671932	16.0625
