vert,total=700.0
x,y,raw
0,45.0,315
2,20.2857142857,142
1,16.1428571429,113
3,13.2857142857,93
4,2.42857142857,17
5,2.28571428571,16
6,0.428571428571,3
7,0.142857142857,1
