shannon	shannon.norm	simpson.gini	simpson.inv	simpson.con	renyi.0	renyi.1	renyi.2	renyi.Inf	hill.0	hill.1	hill.2	hill.Inf
4.75639024639691	0.946756242840681	0.986822793180755	75.8886168910649	0.0131772068192448	5.02388052084628	4.75639024639691	4.32926669806941	2.74486417422493	152	116.325261576389	75.8886168910649	15.5625
