,Count,Percentage,Productivity,Reason
0,299,42.714285714285715,Productive,-
1,1,0.14285714285714285,Unproductive,Stopcodon
2,233,33.285714285714285,Unproductive,Out-of-Frame
3,167,23.857142857142858,Unproductive,Both
