hori,total=700.0
x,y,raw
0.142857142857,IGHJ6*04,1
0.428571428571,IGHJ4*01,3
0.857142857143,IGHJ3*01,6
8.28571428571,IGHJ3*02,58
13.0,IGHJ4*02,91
13.2857142857,IGHJ6*03,93
16.5714285714,IGHJ5*02,116
21.8571428571,IGHJ2*01,153
25.5714285714,IGHJ1*01,179
