shannon	shannon.norm	simpson.gini	simpson.inv	simpson.con	renyi.0	renyi.1	renyi.2	renyi.Inf	hill.0	hill.1	hill.2	hill.Inf
4.81719303787272	0.949168090246143	0.987172865013774	77.9597315436242	0.0128271349862259	5.07517381523383	4.81719303787272	4.35619243111912	2.63151012397988	160	123.617613371013	77.9597315436242	13.8947368421053
